DATE,DGS1
1962-01-01,3.2795454545454545
1962-02-01,3.2838888888888889
1962-03-01,3.0581818181818182
1962-04-01,2.9875000000000000
1962-05-01,3.0259090909090909
1962-06-01,3.0280952380952381
1962-07-01,3.2904761904761905
1962-08-01,3.1991304347826087
1962-09-01,3.0605263157894737
1962-10-01,2.9750000000000000
1962-11-01,3.0021052631578947
1962-12-01,3.0060000000000000
1963-01-01,3.0386363636363636
1963-02-01,3.0105555555555556
1963-03-01,3.0314285714285714
1963-04-01,3.1147619047619048
1963-05-01,3.1172727272727273
1963-06-01,3.1970000000000000
1963-07-01,3.4750000000000000
1963-08-01,3.5336363636363636
1963-09-01,3.5740000000000000
1963-10-01,3.6395652173913043
1963-11-01,3.7405882352941176
1963-12-01,3.8114285714285714
1964-01-01,3.7922727272727273
1964-02-01,3.7822222222222222
1964-03-01,3.9128571428571429
1964-04-01,3.9100000000000000
1964-05-01,3.8390000000000000
1964-06-01,3.8331818181818182
1964-07-01,3.7150000000000000
1964-08-01,3.7438095238095238
1964-09-01,3.8404761904761905
1964-10-01,3.8638095238095238
1964-11-01,3.9077777777777778
1964-12-01,4.0218181818181818
1965-01-01,3.9420000000000000
1965-02-01,4.0272222222222222
1965-03-01,4.0634782608695652
1965-04-01,4.0366666666666667
1965-05-01,4.0305000000000000
1965-06-01,3.9895454545454545
1965-07-01,3.9847619047619048
1965-08-01,4.0686363636363636
1965-09-01,4.2047619047619048
1965-10-01,4.2980000000000000
1965-11-01,4.3747368421052632
1965-12-01,4.7172727272727273
1966-01-01,4.8766666666666667
1966-02-01,4.9421052631578947
1966-03-01,4.9704347826086957
1966-04-01,4.8995000000000000
1966-05-01,4.9347619047619048
1966-06-01,4.9654545454545455
1966-07-01,5.1725000000000000
1966-08-01,5.5443478260869565
1966-09-01,5.8219047619047619
1966-10-01,5.5795000000000000
1966-11-01,5.5421052631578947
1966-12-01,5.2047619047619048
1967-01-01,4.7461904761904762
1967-02-01,4.7133333333333333
1967-03-01,4.3509090909090909
1967-04-01,4.1050000000000000
1967-05-01,4.1545454545454545
1967-06-01,4.4759090909090909
1967-07-01,5.0090000000000000
1967-08-01,5.1308695652173913
1967-09-01,5.2415000000000000
1967-10-01,5.3747619047619048
