DATE,DGS2
1982-01-01,14.5024590163934426
1982-04-01,14.1592063492063492
1982-07-01,12.6298437500000000
1982-10-01,9.8760655737704918
1983-01-01,9.5406349206349206
1983-04-01,9.7560317460317460
1983-07-01,10.8579687500000000
1983-10-01,10.6935000000000000
1984-01-01,10.9246774193548387
1984-04-01,12.3666666666666667
1984-07-01,12.5128571428571429
1984-10-01,10.8386885245901639
1985-01-01,10.2750000000000000
1985-04-01,9.4015873015873016
1985-07-01,8.8960317460317460
1985-10-01,8.5345161290322581
1986-01-01,7.7776666666666667
1986-04-01,6.9778125000000000
1986-07-01,6.4496875000000000
1986-10-01,6.2758064516129032
1987-01-01,6.3511475409836066
1987-04-01,7.4500000000000000
1987-07-01,7.8400000000000000
1987-10-01,7.9900000000000000
1988-01-01,7.3516129032258065
1988-04-01,7.8773015873015873
1988-07-01,8.4651562500000000
1988-10-01,8.7091803278688525
1989-01-01,9.4183606557377049
1989-04-01,8.9431250000000000
1989-07-01,8.0858730158730159
1989-10-01,7.8517741935483871
1990-01-01,8.3648387096774194
1990-04-01,8.5711111111111111
1990-07-01,8.0987301587301587
1990-10-01,7.6061290322580645
1991-01-01,7.0360000000000000
1991-04-01,6.8940625000000000
1991-07-01,6.5210937500000000
1991-10-01,5.5037096774193548
1992-01-01,5.2938709677419355
1992-04-01,5.2031746031746032
1992-07-01,4.1507812500000000
1992-10-01,4.4446774193548387
1993-01-01,4.1331147540983607
1993-04-01,3.9957142857142857
1993-07-01,3.9739062500000000
1993-10-01,4.0850000000000000
1994-01-01,4.5596774193548387
1994-04-01,5.8267741935483871
1994-07-01,6.2331250000000000
1994-10-01,7.1626229508196721
1995-01-01,7.1145161290322581
1995-04-01,6.1317460317460317
1995-07-01,5.8615873015873016
1995-10-01,5.5029032258064516
1996-01-01,5.2701612903225806
1996-04-01,6.1107812500000000
1996-07-01,6.1759375000000000
1996-10-01,5.8037096774193548
1997-01-01,6.0446666666666667
1997-04-01,6.2759375000000000
1997-07-01,5.9037500000000000
1997-10-01,5.7345161290322581
1998-01-01,5.4496721311475410
1998-04-01,5.5580952380952381
1998-07-01,5.1360937500000000
1998-10-01,4.3762903225806452
1999-01-01,4.8616393442622951
1999-04-01,5.2842187500000000
1999-07-01,5.6323437500000000
1999-10-01,5.9482258064516129
2000-01-01,6.5263492063492063
2000-04-01,6.5726984126984127
2000-07-01,6.2169841269841270
2000-10-01,5.7190322580645161
2001-01-01,4.5801612903225806
2001-04-01,4.1917460317460317
2001-07-01,3.6762295081967213
2001-10-01,2.8670967741935484
2002-01-01,3.2005000000000000
2002-04-01,3.2339062500000000
2002-07-01,2.2387500000000000
2002-10-01,1.8896774193548387
2003-01-01,1.6490163934426230
2003-04-01,1.4215873015873016
2003-07-01,1.6782812500000000
2003-10-01,1.8562903225806452
2004-01-01,1.6866129032258065
2004-04-01,2.4546774193548387
2004-07-01,2.5565625000000000
2004-10-01,2.8224193548387097
2005-01-01,3.4549180327868852
2005-04-01,3.6459375000000000
2005-07-01,3.9579687500000000
2005-10-01,4.3645901639344262
2006-01-01,4.6046774193548387
2006-04-01,4.9979365079365079
2006-07-01,4.9290476190476190
2006-10-01,4.7375806451612903
2007-01-01,4.7604838709677419
2007-04-01,4.8037500000000000
2007-07-01,4.3907936507936508
2007-10-01,3.4896774193548387
2008-01-01,2.0293442622950820
2008-04-01,2.4164062500000000
2008-07-01,2.3600000000000000
2008-10-01,1.2154838709677419
2009-01-01,0.90426229508196721311
2009-04-01,1.0176190476190476
2009-07-01,1.0300000000000000
2009-10-01,0.87790322580645161290
2010-01-01,0.91770491803278688525
2010-04-01,0.87312500000000000000
2010-07-01,0.53875000000000000000
2010-10-01,0.48709677419354838710
2011-01-01,0.69370967741935483871
2011-04-01,0.56158730158730158730
2011-07-01,0.27921875000000000000
2011-10-01,0.26360655737704918033
2012-01-01,0.28951612903225806452
2012-04-01,0.28953125000000000000
2012-07-01,0.25777777777777777778
2012-10-01,0.26754098360655737705
2013-01-01,0.26283333333333333333
2013-04-01,0.27015625000000000000
2013-07-01,0.36593750000000000000
2013-10-01,0.32725806451612903226
2014-01-01,0.37475409836065573770
2014-04-01,0.41952380952380952381
2014-07-01,0.51500000000000000000
2014-10-01,0.53661290322580645161
2015-01-01,0.60459016393442622951
2015-04-01,0.61265625000000000000
2015-07-01,0.69250000000000000000
2015-10-01,0.83822580645161290323
2016-01-01,0.83622950819672131148
2016-04-01,0.77125000000000000000
2016-07-01,0.72812500000000000000
2016-10-01,1.00950819672131147541
2017-01-01,1.2443548387096774
2017-04-01,1.2976190476190476
2017-07-01,1.3626984126984127
2017-10-01,1.6943548387096774
2018-01-01,2.1604918032786885
2018-04-01,2.4770312500000000
2018-07-01,2.6658730158730159
2018-10-01,2.8027868852459016
2019-01-01,2.4850819672131148
2019-04-01,2.1279365079365079
2019-07-01,1.6859375000000000
2019-10-01,1.5911290322580645
2020-01-01,1.0814516129032258
