DATE,DGS6MO
1982-01-01,14.1404918032786885
1982-04-01,13.5952380952380952
1982-07-01,11.0362500000000000
1982-10-01,8.6713114754098361
1983-01-01,8.6215873015873016
1983-04-01,8.9850793650793651
1983-07-01,9.9215625000000000
1983-10-01,9.5491666666666667
1984-01-01,9.8795161290322581
1984-04-01,10.9184126984126984
1984-07-01,11.2833333333333333
1984-10-01,9.5755737704918033
1985-01-01,8.9258333333333333
1985-04-01,8.0898412698412698
1985-07-01,7.6404761904761905
1985-10-01,7.6319354838709677
1986-01-01,7.3000000000000000
1986-04-01,6.4628125000000000
1986-07-01,5.8343750000000000
1986-10-01,5.6340322580645161
1987-01-01,5.7875409836065574
1987-04-01,6.2739682539682540
1987-07-01,6.4928125000000000
1987-10-01,6.7456451612903226
1988-01-01,6.3087096774193548
1988-04-01,6.8177777777777778
1988-07-01,7.6635937500000000
1988-10-01,8.3029508196721311
1989-01-01,9.1093442622950820
1989-04-01,8.8071875000000000
1989-07-01,8.1155555555555556
1989-10-01,7.9130645161290323
1990-01-01,8.1216129032258065
1990-04-01,8.1674603174603175
1990-07-01,7.7980952380952381
1990-10-01,7.3206451612903226
1991-01-01,6.3293333333333333
1991-04-01,5.9559375000000000
1991-07-01,5.7025000000000000
1991-10-01,4.7808064516129032
1992-01-01,4.1441935483870968
1992-04-01,3.9266666666666667
1992-07-01,3.2475000000000000
1992-10-01,3.3441935483870968
1993-01-01,3.1790163934426230
1993-04-01,3.1763492063492063
1993-07-01,3.2150000000000000
1993-10-01,3.3062903225806452
1994-01-01,3.5848387096774194
1994-04-01,4.5972580645161290
1994-07-01,5.0935937500000000
1994-10-01,6.0413114754098361
1995-01-01,6.3217741935483871
1995-04-01,5.8715873015873016
1995-07-01,5.6042857142857143
1995-10-01,5.4751612903225806
1996-01-01,5.0879032258064516
1996-04-01,5.3501562500000000
1996-07-01,5.4392187500000000
1996-10-01,5.2785483870967742
1997-01-01,5.3513333333333333
1997-04-01,5.4887500000000000
1997-07-01,5.3420312500000000
1997-10-01,5.3756451612903226
1998-01-01,5.2504918032786885
1998-04-01,5.3138095238095238
1998-07-01,5.0659375000000000
1998-10-01,4.4479032258064516
1999-01-01,4.5850819672131148
1999-04-01,4.7742187500000000
1999-07-01,4.9771875000000000
1999-10-01,5.4454838709677419
2000-01-01,5.9636507936507937
2000-04-01,6.2401587301587302
2000-07-01,6.2955555555555556
2000-10-01,6.1969354838709677
2001-01-01,4.8151612903225806
2001-04-01,3.7569841269841270
2001-07-01,3.2554098360655738
2001-10-01,1.9766129032258065
2002-01-01,1.8955000000000000
2002-04-01,1.9085937500000000
2002-07-01,1.6717187500000000
2002-10-01,1.3911290322580645
2003-01-01,1.1911475409836066
2003-04-01,1.0728571428571429
2003-07-01,1.0173437500000000
2003-10-01,1.0230645161290323
2004-01-01,1.00354838709677419355
2004-04-01,1.3596774193548387
2004-07-01,1.7884375000000000
2004-10-01,2.2975806451612903
2005-01-01,2.8768852459016393
2005-04-01,3.1796875000000000
2005-07-01,3.7070312500000000
2005-10-01,4.2504918032786885
2006-01-01,4.6572580645161290
2006-04-01,5.0336507936507937
2006-07-01,5.1725396825396825
2006-10-01,5.1133870967741935
2007-01-01,5.1330645161290323
2007-04-01,5.0000000000000000
2007-07-01,4.6077777777777778
2007-10-01,3.7091935483870968
2008-01-01,2.1583606557377049
2008-04-01,1.8725000000000000
2008-07-01,1.8631250000000000
2008-10-01,0.74096774193548387097
2009-01-01,0.39639344262295081967
2009-04-01,0.32301587301587301587
2009-07-01,0.25234375000000000000
2009-10-01,0.16129032258064516129
2010-01-01,0.18770491803278688525
2010-04-01,0.21937500000000000000
2010-07-01,0.19500000000000000000
2010-10-01,0.18419354838709677419
2011-01-01,0.16822580645161290323
2011-04-01,0.10222222222222222222
2011-07-01,0.06281250000000000000
2011-10-01,0.04983606557377049180
2012-01-01,0.11161290322580645161
2012-04-01,0.14421875000000000000
2012-07-01,0.14126984126984126984
2012-10-01,0.13786885245901639344
2013-01-01,0.11516666666666666667
2013-04-01,0.08750000000000000000
2013-07-01,0.06296875000000000000
2013-10-01,0.08935483870967741935
2014-01-01,0.07606557377049180328
2014-04-01,0.05523809523809523810
2014-07-01,0.05203125000000000000
2014-10-01,0.07580645161290322581
2015-01-01,0.08901639344262295082
2015-04-01,0.08687500000000000000
2015-07-01,0.17109375000000000000
2015-10-01,0.31612903225806451613
2016-01-01,0.45081967213114754098
2016-04-01,0.39843750000000000000
2016-07-01,0.43984375000000000000
2016-10-01,0.56737704918032786885
2017-01-01,0.72774193548387096774
2017-04-01,1.0350793650793651
2017-07-01,1.1422222222222222
2017-10-01,1.3761290322580645
2018-01-01,1.7739344262295082
2018-04-01,2.0553125000000000
2018-07-01,2.2482539682539683
2018-10-01,2.5027868852459016
2019-01-01,2.5050819672131148
2019-04-01,2.3550793650793651
2019-07-01,1.9704687500000000
2019-10-01,1.6135483870967742
2020-01-01,1.0975806451612903
