DATE,DGS5
1962-01-01,3.8351612903225806
1962-04-01,3.6314285714285714
1962-07-01,3.7393650793650794
1962-10-01,3.5996721311475410
1963-01-01,3.6388524590163934
1963-04-01,3.7544444444444444
1963-07-01,3.9109375000000000
1963-10-01,4.0067213114754098
1964-01-01,4.0826229508196721
1964-04-01,4.0750000000000000
1964-07-01,4.0520312500000000
1964-10-01,4.0673770491803279
1965-01-01,4.1332786885245902
1965-04-01,4.1493650793650794
1965-07-01,4.2017187500000000
1965-10-01,4.5147540983606557
1966-01-01,4.9200000000000000
1966-04-01,4.8985714285714286
1966-07-01,5.3965625000000000
1966-10-01,5.2056666666666667
1967-01-01,4.6536065573770492
1967-04-01,4.7635937500000000
1967-07-01,5.3119047619047619
1967-10-01,5.6967213114754098
1968-01-01,5.6264516129032258
1968-04-01,5.8653225806451613
1968-07-01,5.5246875000000000
1968-10-01,5.7750000000000000
1969-01-01,6.3311475409836066
1969-04-01,6.5260317460317460
1969-07-01,7.2019047619047619
1969-10-01,7.6754098360655738
1970-01-01,7.7288333333333333
1970-04-01,7.7716923076923077
1970-07-01,7.4871875000000000
1970-10-01,6.5044262295081967
1971-01-01,5.4585245901639344
1971-04-01,6.1585714285714286
1971-07-01,6.5128125000000000
1971-10-01,5.7931147540983607
1972-01-01,5.7212698412698413
1972-04-01,5.9706250000000000
1972-07-01,6.0774603174603175
1972-10-01,6.1523333333333333
1973-01-01,6.5808064516129032
1973-04-01,6.7239682539682540
1973-07-01,7.3573015873015873
1973-10-01,6.8281666666666667
1974-01-01,7.0350819672131148
1974-04-01,8.0665079365079365
1974-07-01,8.4628125000000000
1974-10-01,7.6555737704918033
1975-01-01,7.2836666666666667
1975-04-01,7.7432812500000000
1975-07-01,8.2012500000000000
1975-10-01,7.8481967213114754
1976-01-01,7.4664516129032258
1976-04-01,7.4836507936507937
1976-07-01,7.3079687500000000
1976-10-01,6.4460655737704918
1977-01-01,6.7836507936507937
1977-04-01,6.8287301587301587
1977-07-01,6.9768253968253968
1977-10-01,7.3815000000000000
1978-01-01,7.8186885245901639
1978-04-01,8.1769841269841270
1978-07-01,8.4279365079365079
1978-10-01,8.8408196721311475
1979-01-01,9.1825806451612903
1979-04-01,9.1096774193548387
1979-07-01,9.1111111111111111
1979-10-01,10.6508196721311475
1980-01-01,12.2346774193548387
1980-04-01,10.3336507936507937
1980-07-01,10.6442187500000000
1980-10-01,12.6324590163934426
1981-01-01,13.1898360655737705
1981-04-01,14.1790476190476190
1981-07-01,15.4179687500000000
1981-10-01,14.1559016393442623
1982-01-01,14.3626229508196721
1982-04-01,14.0720634920634921
1982-07-01,13.1028125000000000
1982-10-01,10.4611475409836066
1983-01-01,10.1166666666666667
1983-04-01,10.2376190476190476
1983-07-01,11.4314062500000000
1983-10-01,11.4128333333333333
1984-01-01,11.6522580645161290
1984-04-01,13.0196825396825397
1984-07-01,12.8353968253968254
1984-10-01,11.5067213114754098
1985-01-01,11.1978333333333333
1985-04-01,10.3255555555555556
1985-07-01,9.7714285714285714
1985-10-01,9.2367741935483871
1986-01-01,8.1655000000000000
1986-04-01,7.3998437500000000
1986-07-01,6.9301562500000000
1986-10-01,6.7519354838709677
1987-01-01,6.7409836065573770
1987-04-01,7.9461904761904762
1987-07-01,8.4181250000000000
1987-10-01,8.6324193548387097
1988-01-01,7.9001612903225806
1988-04-01,8.4257142857142857
1988-07-01,8.7685937500000000
1988-10-01,8.8021311475409836
1989-01-01,9.3183606557377049
1989-04-01,8.8178125000000000
1989-07-01,8.0330158730158730
1989-10-01,7.8427419354838710
1990-01-01,8.3837096774193548
1990-04-01,8.6442857142857143
1990-07-01,8.4246031746031746
1990-10-01,8.0353225806451613
1991-01-01,7.6520000000000000
1991-04-01,7.7748437500000000
1991-07-01,7.5018750000000000
1991-10-01,6.5616129032258065
1992-01-01,6.5948387096774194
1992-04-01,6.6498412698412698
1992-07-01,5.6079687500000000
1992-10-01,5.9032258064516129
1993-01-01,5.4667213114754098
1993-04-01,5.1828571428571429
1993-07-01,4.9514062500000000
1993-10-01,4.9779032258064516
1994-01-01,5.4983870967741935
1994-04-01,6.6716129032258065
1994-07-01,6.9551562500000000
1994-10-01,7.6345901639344262
1995-01-01,7.3735483870967742
1995-04-01,6.3792063492063492
1995-07-01,6.0922222222222222
1995-10-01,5.6930645161290323
1996-01-01,5.5724193548387097
